latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-22.5137,145.93857,319.79,1.66,1.27,2022-01-22,47,Terra,MODIS,47,6.1NRT,296.58,10.4,D
-37.67421,140.42392,323.55,1.23,1.1,2022-01-22,49,Terra,MODIS,46,6.1NRT,305.33,14.08,D
-42.84178,147.28464,311,3.45,1.75,2022-01-22,52,Terra,MODIS,0,6.1NRT,300.31,41.52,D
28.91674,19.77318,307.97,2.53,1.53,2022-01-22,106,Aqua,MODIS,73,6.1NRT,275.94,52.81,N
26.58358,12.21293,312.31,1.03,1.02,2022-01-22,109,Aqua,MODIS,85,6.1NRT,277.26,17.26,N
28.07942,9.79012,300.23,1.05,1.02,2022-01-22,109,Aqua,MODIS,22,6.1NRT,272.51,10.02,N
28.11954,0.30002,300.31,4.14,1.88,2022-01-22,109,Aqua,MODIS,24,6.1NRT,277.25,64.89,N
14.6415,-0.9552,306.55,3.49,1.76,2022-01-22,111,Aqua,MODIS,68,6.1NRT,285.64,60.49,N
13.21413,5.99933,305.98,1.09,1.04,2022-01-22,111,Aqua,MODIS,66,6.1NRT,286.08,10.04,N
13.19969,5.96671,303.55,1.1,1.04,2022-01-22,111,Aqua,MODIS,50,6.1NRT,286.11,8.31,N
13.19829,5.97669,333.23,1.09,1.04,2022-01-22,111,Aqua,MODIS,100,6.1NRT,288.05,39.75,N
14.64612,-0.95952,304.83,3.49,1.76,2022-01-22,111,Aqua,MODIS,62,6.1NRT,285.42,54.42,N
6.11647,5.37013,301.36,1.02,1.01,2022-01-22,113,Aqua,MODIS,40,6.1NRT,290.39,5.34,N
5.68534,6.36428,310.23,1,1,2022-01-22,113,Aqua,MODIS,79,6.1NRT,290.94,10.55,N
5.66284,6.51632,302.92,1,1,2022-01-22,113,Aqua,MODIS,52,6.1NRT,291.25,5.6,N
6.52539,-0.31232,300.54,2.34,1.48,2022-01-22,113,Aqua,MODIS,29,6.1NRT,289.27,16.75,N
5.46136,6.69452,308.63,1.01,1,2022-01-22,113,Aqua,MODIS,75,6.1NRT,291.92,8.85,N
5.71307,4.47886,307.63,1.09,1.04,2022-01-22,113,Aqua,MODIS,55,6.1NRT,296.46,5.54,N
5.71166,4.48855,310.31,1.08,1.04,2022-01-22,113,Aqua,MODIS,70,6.1NRT,296.59,7.63,N
5.39208,6.66032,307.56,1.01,1,2022-01-22,113,Aqua,MODIS,72,6.1NRT,292.07,8.12,N
6.50555,9.76115,301.73,1.32,1.14,2022-01-22,113,Aqua,MODIS,44,6.1NRT,290.1,7.77,N
6.50392,9.7719,307.23,1.32,1.14,2022-01-22,113,Aqua,MODIS,71,6.1NRT,290.64,12.77,N
7.07581,5.10511,305.5,1.06,1.03,2022-01-22,113,Aqua,MODIS,65,6.1NRT,292.42,6.6,N
6.92477,5.07085,303.45,1.06,1.03,2022-01-22,113,Aqua,MODIS,55,6.1NRT,291.8,5.96,N
7.51037,0.42098,302.22,2.12,1.42,2022-01-22,113,Aqua,MODIS,48,6.1NRT,290.26,17.97,N
5.90052,5.58706,306.16,1.01,1.01,2022-01-22,113,Aqua,MODIS,67,6.1NRT,290.81,7.36,N
11.3167,5.82717,308.31,1.07,1.03,2022-01-22,113,Aqua,MODIS,74,6.1NRT,287.71,11.54,N
11.35504,3.87712,300.59,1.35,1.15,2022-01-22,113,Aqua,MODIS,30,6.1NRT,289.69,7.8,N
11.1312,4.84055,300.97,1.18,1.08,2022-01-22,113,Aqua,MODIS,36,6.1NRT,290.76,5.65,N
10.72634,6.9157,317.02,1,1,2022-01-22,113,Aqua,MODIS,94,6.1NRT,289.74,16.55,N
10.82754,5.38861,304.7,1.1,1.05,2022-01-22,113,Aqua,MODIS,61,6.1NRT,291.15,8.24,N
10.82611,5.39859,304.74,1.1,1.05,2022-01-22,113,Aqua,MODIS,61,6.1NRT,291.45,8.26,N
10.42624,6.2517,304.93,1.03,1.01,2022-01-22,113,Aqua,MODIS,62,6.1NRT,290.92,7.25,N
10.26301,6.42851,308.46,1.02,1.01,2022-01-22,113,Aqua,MODIS,75,6.1NRT,291.32,9.15,N
9.97724,7.86186,303.47,1.01,1.01,2022-01-22,113,Aqua,MODIS,55,6.1NRT,288.32,7.11,N
10.19459,5.6895,303.37,1.06,1.03,2022-01-22,113,Aqua,MODIS,55,6.1NRT,290.53,6.44,N
10.10244,5.81636,308.22,1.05,1.02,2022-01-22,113,Aqua,MODIS,74,6.1NRT,289.34,9.69,N
10.09192,5.8245,304.84,1.05,1.02,2022-01-22,113,Aqua,MODIS,62,6.1NRT,288.8,7.17,N
8.49777,10.10578,310.79,1.3,1.13,2022-01-22,113,Aqua,MODIS,81,6.1NRT,290.63,15.46,N
9.12165,5.4712,304.07,1.06,1.03,2022-01-22,113,Aqua,MODIS,58,6.1NRT,292.93,5.97,N
9.12028,5.48076,324.54,1.06,1.03,2022-01-22,113,Aqua,MODIS,100,6.1NRT,294.19,24.13,N
9.75231,0.42037,300.58,2.3,1.47,2022-01-22,113,Aqua,MODIS,30,6.1NRT,287.77,18.03,N
8.39801,9.95961,304.23,1.28,1.12,2022-01-22,113,Aqua,MODIS,25,6.1NRT,290.21,8.4,N
8.39149,9.93519,301.12,1.27,1.12,2022-01-22,113,Aqua,MODIS,12,6.1NRT,289.78,5.79,N
8.38974,9.94662,303.75,1.28,1.12,2022-01-22,113,Aqua,MODIS,57,6.1NRT,289.58,8.31,N
7.96171,9.99744,301.65,1.3,1.13,2022-01-22,113,Aqua,MODIS,43,6.1NRT,289.48,7.83,N
8.05293,9.2854,301.57,1.18,1.08,2022-01-22,113,Aqua,MODIS,42,6.1NRT,289.05,6.86,N
8.33469,0.70232,306.93,2.08,1.4,2022-01-22,113,Aqua,MODIS,70,6.1NRT,288.82,26.73,N
7.38482,5.83196,306.99,1.02,1.01,2022-01-22,113,Aqua,MODIS,70,6.1NRT,292.48,8.21,N
6.50251,9.76714,310.12,1.32,1.14,2022-01-22,113,Aqua,MODIS,79,6.1NRT,290.59,14.78,N
4.59575,-3.13145,305.88,3.64,1.79,2022-01-22,115,Aqua,MODIS,38,6.1NRT,291.84,33.75,N
4.55945,4.61982,307.88,1.05,1.02,2022-01-22,115,Aqua,MODIS,57,6.1NRT,295.25,5.55,N
4.14497,7.98136,306.25,1.12,1.06,2022-01-22,115,Aqua,MODIS,43,6.1NRT,294.57,4.83,N
4.14647,7.97137,309.37,1.12,1.06,2022-01-22,115,Aqua,MODIS,66,6.1NRT,294.57,7.27,N
4.30383,7.65981,317.03,1.08,1.04,2022-01-22,115,Aqua,MODIS,80,6.1NRT,294.48,15.21,N
4.45985,7.47015,304.27,1.06,1.03,2022-01-22,115,Aqua,MODIS,59,6.1NRT,291.96,6.02,N
-20.39379,-49.05983,304.36,2.21,1.44,2022-01-22,124,Terra,MODIS,60,6.1NRT,291.29,14.99,N
-18.06351,-42.76542,306.51,1,1,2022-01-22,124,Terra,MODIS,68,6.1NRT,290.08,7.4,N
-16.15286,-42.3354,302.45,1.02,1.01,2022-01-22,124,Terra,MODIS,49,6.1NRT,292.17,4.67,N
-16.56439,-46.60823,301.28,1.32,1.14,2022-01-22,124,Terra,MODIS,40,6.1NRT,291.01,5.22,N
-16.66949,-50.58676,314.71,2.56,1.54,2022-01-22,124,Terra,MODIS,90,6.1NRT,290.43,50.09,N
-16.67202,-50.61063,305.84,2.57,1.54,2022-01-22,124,Terra,MODIS,66,6.1NRT,290.3,25.41,N
-16.66386,-50.59396,317.9,2.56,1.54,2022-01-22,124,Terra,MODIS,96,6.1NRT,290.37,59.74,N
-15.51018,-41.90213,301.15,1.05,1.03,2022-01-22,124,Terra,MODIS,38,6.1NRT,290.28,5.61,N
-15.14779,-43.40286,305.07,1,1,2022-01-22,124,Terra,MODIS,63,6.1NRT,293.46,5.76,N
-15.13881,-43.40424,305.82,1,1,2022-01-22,124,Terra,MODIS,66,6.1NRT,292.7,6.2,N
-15.11997,-45.67159,309.8,1.13,1.06,2022-01-22,124,Terra,MODIS,78,6.1NRT,291.86,11.19,N
-18.06217,-42.75603,314.32,1,1,2022-01-22,124,Terra,MODIS,89,6.1NRT,290.28,13.05,N
-20.39372,-49.04427,325.8,2.2,1.44,2022-01-22,124,Terra,MODIS,100,6.1NRT,291.96,71.03,N
-20.39137,-49.02283,311.01,2.19,1.44,2022-01-22,124,Terra,MODIS,81,6.1NRT,291.69,27.27,N
-20.39165,-49.03887,336.57,2.2,1.44,2022-01-22,124,Terra,MODIS,100,6.1NRT,292.17,117.01,N
-20.24702,-46.58112,300.19,1.46,1.2,2022-01-22,124,Terra,MODIS,21,6.1NRT,288.94,7.41,N
-20.24533,-46.56688,300.68,1.46,1.19,2022-01-22,124,Terra,MODIS,32,6.1NRT,288.75,7.98,N
-20.88171,-48.39298,319.94,2,1.38,2022-01-22,124,Terra,MODIS,99,6.1NRT,287.65,47.87,N
-20.55319,-43.77374,319.98,1.06,1.03,2022-01-22,124,Terra,MODIS,99,6.1NRT,291.32,19.57,N
-20.55182,-43.76355,310.37,1.06,1.03,2022-01-22,124,Terra,MODIS,80,6.1NRT,292.42,10.75,N
-21.30072,-48.93721,303.01,2.23,1.45,2022-01-22,124,Terra,MODIS,53,6.1NRT,291.54,13.82,N
-20.23064,-40.23361,305.76,1.1,1.05,2022-01-22,124,Terra,MODIS,38,6.1NRT,295.1,6.19,N
-20.24164,-40.24244,322.09,1.1,1.05,2022-01-22,124,Terra,MODIS,100,6.1NRT,296.83,20.72,N
-20.99485,-43.31179,311.47,1.04,1.02,2022-01-22,124,Terra,MODIS,83,6.1NRT,291.59,11.1,N
-21.79,-49.80145,301.88,2.62,1.55,2022-01-22,124,Terra,MODIS,45,6.1NRT,290.61,15.05,N
-21.67142,-48.51078,309.76,2.09,1.41,2022-01-22,124,Terra,MODIS,78,6.1NRT,291.42,25.61,N
-21.66924,-48.49036,306.16,2.09,1.41,2022-01-22,124,Terra,MODIS,67,6.1NRT,291.54,18.46,N
-21.79451,-49.79426,302.3,2.62,1.55,2022-01-22,124,Terra,MODIS,48,6.1NRT,290.57,14.78,N
-21.67137,-48.50419,316.88,2.09,1.41,2022-01-22,124,Terra,MODIS,94,6.1NRT,291.53,39.91,N
-21.65876,-47.35242,304.96,1.73,1.29,2022-01-22,124,Terra,MODIS,51,6.1NRT,291.37,11.41,N
-21.6682,-47.36259,305.24,1.73,1.29,2022-01-22,124,Terra,MODIS,63,6.1NRT,291.04,13.09,N
-21.66638,-47.34584,304.55,1.73,1.29,2022-01-22,124,Terra,MODIS,61,6.1NRT,291.17,12.02,N
-21.21776,-40.00078,306.27,1.1,1.05,2022-01-22,124,Terra,MODIS,43,6.1NRT,296.12,4.8,N
-22.28135,-41.72337,304.13,1,1,2022-01-22,124,Terra,MODIS,59,6.1NRT,293.81,4.49,N
-22.90293,-43.73779,308.04,1.1,1.05,2022-01-22,124,Terra,MODIS,73,6.1NRT,294.83,7.14,N
-22.91237,-43.73635,312.49,1.1,1.05,2022-01-22,124,Terra,MODIS,85,6.1NRT,295.05,10.44,N
-22.91099,-43.72562,305.04,1.1,1.05,2022-01-22,124,Terra,MODIS,45,6.1NRT,294.07,4.72,N
-22.9246,-43.75639,310.65,1.1,1.05,2022-01-22,124,Terra,MODIS,55,6.1NRT,294.93,8.24,N
-13.2432,-45.03546,336.02,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,294.58,38.28,N
-13.25623,-45.06269,316.75,1.04,1.02,2022-01-22,126,Terra,MODIS,94,6.1NRT,293.46,13.93,N
-13.25753,-45.07222,306.5,1.04,1.02,2022-01-22,126,Terra,MODIS,10,6.1NRT,292.66,5.85,N
-13.25883,-45.08176,310.51,1.04,1.02,2022-01-22,126,Terra,MODIS,37,6.1NRT,292.66,8.7,N
-13.26013,-45.09129,313.43,1.04,1.02,2022-01-22,126,Terra,MODIS,81,6.1NRT,292.84,11.48,N
-13.23931,-45.00698,302.98,1.04,1.02,2022-01-22,126,Terra,MODIS,53,6.1NRT,291.78,4.83,N
-13.2406,-45.01647,327.54,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,293.02,26.67,N
-13.2419,-45.02597,312.39,1.04,1.02,2022-01-22,126,Terra,MODIS,85,6.1NRT,292.83,10.83,N
-13.24449,-45.04497,358.55,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,296.23,85.69,N
-13.24579,-45.05449,352.59,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,295.73,69.91,N
-13.24709,-45.06404,315.86,1.04,1.02,2022-01-22,126,Terra,MODIS,77,6.1NRT,292.83,12.86,N
-12.29649,-43.2076,303.12,1.02,1.01,2022-01-22,126,Terra,MODIS,48,6.1NRT,292,4.16,N
-10.8238,-37.24018,303.84,2.47,1.51,2022-01-22,126,Terra,MODIS,57,6.1NRT,292.19,19.68,N
-11.13189,-44.58754,312.67,1,1,2022-01-22,126,Terra,MODIS,85,6.1NRT,293.19,11.06,N
-9.04584,-38.24422,305.63,2.23,1.45,2022-01-22,126,Terra,MODIS,65,6.1NRT,293.22,15.51,N
-9.97483,-49.82341,332.26,1.78,1.31,2022-01-22,126,Terra,MODIS,100,6.1NRT,294.74,70.13,N
-14.11023,-46.03066,302.98,1.15,1.07,2022-01-22,126,Terra,MODIS,53,6.1NRT,290.57,6.57,N
-13.86365,-49.18864,303.8,1.82,1.32,2022-01-22,126,Terra,MODIS,57,6.1NRT,287.51,12.15,N
-13.26537,-45.06133,305.59,1.04,1.02,2022-01-22,126,Terra,MODIS,32,6.1NRT,292.88,5.96,N
-13.26667,-45.07085,306.7,1.04,1.02,2022-01-22,126,Terra,MODIS,44,6.1NRT,292.88,6.6,N
-13.26797,-45.08038,323.35,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,293.65,20.85,N
-13.26928,-45.08992,336.69,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,294.99,39.37,N
-13.25103,-45.02461,305.12,1.04,1.02,2022-01-22,126,Terra,MODIS,63,6.1NRT,292.53,5.92,N
-13.25233,-45.03411,331.91,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,293.89,32.48,N
-13.25362,-45.04362,363.72,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,296.9,100.71,N
-13.25493,-45.05314,367.35,1.04,1.02,2022-01-22,126,Terra,MODIS,100,6.1NRT,297.14,111.86,N
-4.02635,-47.01944,307.29,1.04,1.02,2022-01-22,128,Terra,MODIS,71,6.1NRT,291.14,6.61,N
-4.20965,-45.51799,300.66,1,1,2022-01-22,128,Terra,MODIS,31,6.1NRT,283.19,4.09,N
-3.04446,-47.69724,302.27,1.08,1.04,2022-01-22,128,Terra,MODIS,48,6.1NRT,283.84,4.74,N
-5.18423,-44.22167,300.2,1.05,1.02,2022-01-22,128,Terra,MODIS,21,6.1NRT,283.81,4.09,N
-4.01741,-47.22094,315.07,1.05,1.02,2022-01-22,128,Terra,MODIS,90,6.1NRT,289.85,13.45,N
-4.80123,-37.95479,302.56,2.8,1.6,2022-01-22,128,Terra,MODIS,50,6.1NRT,291.68,15.24,N
-5.41975,-44.64835,303.76,1.02,1.01,2022-01-22,128,Terra,MODIS,57,6.1NRT,290.68,4.92,N
-3.27169,-49.04435,305.4,1.26,1.12,2022-01-22,128,Terra,MODIS,64,6.1NRT,290.16,7.59,N
-41.32661,173.1313,328.74,2.54,1.53,2022-01-22,153,Aqua,MODIS,79,6.1NRT,298.69,83.32,D
35.33027,138.85881,308.27,2.86,1.61,2022-01-22,208,Terra,MODIS,56,6.1NRT,277.59,49.21,D
35.28612,138.83844,346.05,2.86,1.61,2022-01-22,208,Terra,MODIS,89,6.1NRT,279.18,258.98,D
35.32812,138.85254,318.57,2.86,1.61,2022-01-22,208,Terra,MODIS,64,6.1NRT,278.45,83.35,D
35.28822,138.84492,332.13,2.86,1.61,2022-01-22,208,Terra,MODIS,88,6.1NRT,278.39,151.65,D
35.31621,138.85437,311.44,2.86,1.61,2022-01-22,208,Terra,MODIS,56,6.1NRT,278.1,57.61,D
33.2767,131.3076,300.17,1.14,1.06,2022-01-22,210,Terra,MODIS,23,6.1NRT,277.53,8.1,D
14.00374,120.99548,314.68,1.24,1.1,2022-01-22,215,Terra,MODIS,0,6.1NRT,296.93,9.79,D
15.38408,120.64963,323.38,1.35,1.15,2022-01-22,215,Terra,MODIS,63,6.1NRT,297.91,15.07,D
11.43905,122.11326,309.36,1.04,1.02,2022-01-22,217,Terra,MODIS,38,6.1NRT,293.79,5.87,D
10.96307,122.67242,312.5,1.01,1,2022-01-22,217,Terra,MODIS,52,6.1NRT,295.83,4.37,D
10.2316,122.88715,321.45,1,1,2022-01-22,217,Terra,MODIS,74,6.1NRT,297.97,11.12,D
7.60922,124.8255,313.38,1.14,1.06,2022-01-22,217,Terra,MODIS,71,6.1NRT,280.44,12.02,D
-3.8725,122.4099,313.08,1.15,1.07,2022-01-22,219,Terra,MODIS,42,6.1NRT,288.14,8.41,D
-3.87104,122.3997,312.94,1.14,1.07,2022-01-22,219,Terra,MODIS,49,6.1NRT,287.61,8.47,D
-2.58297,121.37947,347.5,1.03,1.01,2022-01-22,219,Terra,MODIS,95,6.1NRT,294.41,52.62,D
-2.58161,121.3703,334.48,1.03,1.01,2022-01-22,219,Terra,MODIS,88,6.1NRT,293.26,29.43,D
-2.5739,121.38069,319.85,1.03,1.01,2022-01-22,219,Terra,MODIS,78,6.1NRT,295.19,12.47,D
-22.26666,117.28124,347.08,1.03,1.02,2022-01-22,225,Terra,MODIS,90,6.1NRT,315.77,34.96,D
-22.26806,117.29128,342.71,1.04,1.02,2022-01-22,225,Terra,MODIS,86,6.1NRT,316.03,25.56,D
-21.29754,117.64453,342.71,1.04,1.02,2022-01-22,225,Terra,MODIS,86,6.1NRT,310.21,29.24,D
-21.29616,117.63451,334.97,1.04,1.02,2022-01-22,225,Terra,MODIS,70,6.1NRT,309.94,15.6,D
-21.60718,114.68433,311.24,1.06,1.03,2022-01-22,225,Terra,MODIS,45,6.1NRT,299.44,7.39,D
-22.24238,117.36298,334.23,1.04,1.02,2022-01-22,225,Terra,MODIS,65,6.1NRT,318.47,11.58,D
-22.24379,117.37305,357.1,1.04,1.02,2022-01-22,225,Terra,MODIS,98,6.1NRT,320.7,58,D
-22.24518,117.38302,340.05,1.04,1.02,2022-01-22,225,Terra,MODIS,59,6.1NRT,317.18,19.87,D
-22.26216,117.38409,333.94,1.04,1.02,2022-01-22,225,Terra,MODIS,66,6.1NRT,316.73,14.15,D
-22.26355,117.39423,333.73,1.04,1.02,2022-01-22,225,Terra,MODIS,70,6.1NRT,315.58,14.09,D
-22.25753,117.28275,334.52,1.03,1.02,2022-01-22,225,Terra,MODIS,69,6.1NRT,315.82,13.1,D
-21.2607,117.63571,335.82,1.04,1.02,2022-01-22,225,Terra,MODIS,75,6.1NRT,310.18,15.64,D
-21.28697,117.63594,337.95,1.04,1.02,2022-01-22,225,Terra,MODIS,80,6.1NRT,311.7,20.48,D
-21.28835,117.6459,343.51,1.04,1.02,2022-01-22,225,Terra,MODIS,87,6.1NRT,311.6,30.71,D
-21.28972,117.65591,330.09,1.04,1.02,2022-01-22,225,Terra,MODIS,33,6.1NRT,310.29,8.53,D
-21.48124,115.35812,314.91,1.02,1.01,2022-01-22,225,Terra,MODIS,62,6.1NRT,302.25,8.8,D
-31.86311,115.89046,326.89,1.1,1.04,2022-01-22,230,Terra,MODIS,38,6.1NRT,311.59,5.82,D
-31.79517,115.84908,327.9,1.09,1.04,2022-01-22,230,Terra,MODIS,25,6.1NRT,311.25,7.68,D
-31.79367,115.83749,327.82,1.09,1.04,2022-01-22,230,Terra,MODIS,34,6.1NRT,310.98,7.68,D
-31.85928,115.89729,328.47,1.1,1.04,2022-01-22,230,Terra,MODIS,28,6.1NRT,311.14,6.65,D
-32.05905,115.91591,328.54,1.1,1.05,2022-01-22,230,Terra,MODIS,43,6.1NRT,311.32,7.55,D
-32.06053,115.92764,328.41,1.1,1.05,2022-01-22,230,Terra,MODIS,34,6.1NRT,311.81,7.51,D
-32.06852,115.91427,329.95,1.1,1.05,2022-01-22,230,Terra,MODIS,55,6.1NRT,309.35,9.98,D
-31.99066,115.94577,330,1.1,1.05,2022-01-22,230,Terra,MODIS,35,6.1NRT,309.97,7.97,D
-31.96813,115.99754,326.84,1.11,1.05,2022-01-22,230,Terra,MODIS,44,6.1NRT,312.11,6.32,D
-31.90137,115.81284,328.3,1.09,1.04,2022-01-22,230,Terra,MODIS,38,6.1NRT,311.07,9.39,D
-31.86459,115.9021,326.92,1.1,1.05,2022-01-22,230,Terra,MODIS,38,6.1NRT,311.18,5.66,D
41.56533,-8.11007,315.01,1.03,1.01,2022-01-22,245,Aqua,MODIS,90,6.1NRT,274.6,19.51,N
10.04462,-12.70337,302.15,1.66,1.27,2022-01-22,251,Aqua,MODIS,47,6.1NRT,289.46,12.57,N
12.69837,-10.68642,300.41,2.12,1.41,2022-01-22,251,Aqua,MODIS,27,6.1NRT,290.26,13.27,N
12.73388,-14.09618,302.47,1.22,1.1,2022-01-22,251,Aqua,MODIS,49,6.1NRT,290.18,7.36,N
10.85739,-11.62683,303.39,1.94,1.36,2022-01-22,251,Aqua,MODIS,55,6.1NRT,287.4,19.57,N
10.85446,-11.60921,301.17,1.95,1.36,2022-01-22,251,Aqua,MODIS,38,6.1NRT,287.92,16.93,N
-34.76302,-70.84422,305.48,2.11,1.41,2022-01-22,300,Terra,MODIS,64,6.1NRT,286.44,25.85,N
-27.59178,-57.22348,313.52,2.46,1.51,2022-01-22,300,Terra,MODIS,86,6.1NRT,293.2,37.29,N
-27.34443,-56.61111,303.6,2.74,1.58,2022-01-22,300,Terra,MODIS,36,6.1NRT,292.81,14.32,N
-27.4964,-57.28007,311.55,2.45,1.51,2022-01-22,300,Terra,MODIS,81,6.1NRT,294.21,29.88,N
-27.49143,-57.25547,321.19,2.46,1.51,2022-01-22,300,Terra,MODIS,100,6.1NRT,294.58,60.11,N
-30.07944,-61.27832,314.2,1.23,1.1,2022-01-22,300,Terra,MODIS,86,6.1NRT,296.01,13.51,N
-28.87528,-56.7603,310.09,2.47,1.51,2022-01-22,300,Terra,MODIS,77,6.1NRT,294.93,25.27,N
-28.8804,-56.78521,306.1,2.46,1.51,2022-01-22,300,Terra,MODIS,30,6.1NRT,294.69,14.82,N
-28.86182,-56.76397,306.39,2.47,1.51,2022-01-22,300,Terra,MODIS,56,6.1NRT,293.97,16.51,N
-28.43192,-57.58937,305.32,2.22,1.44,2022-01-22,300,Terra,MODIS,59,6.1NRT,293.73,14.22,N
-27.91945,-56.97416,305.83,2.51,1.52,2022-01-22,300,Terra,MODIS,48,6.1NRT,292.98,18.53,N
-27.92472,-56.99928,306.68,2.5,1.52,2022-01-22,300,Terra,MODIS,62,6.1NRT,292.98,20.29,N
-27.9138,-56.98216,305.04,2.51,1.52,2022-01-22,300,Terra,MODIS,54,6.1NRT,293.08,17.58,N
-28.11178,-59.00711,315.12,1.81,1.32,2022-01-22,300,Terra,MODIS,88,6.1NRT,295.42,24.14,N
-27.61469,-57.15893,324.71,2.48,1.52,2022-01-22,300,Terra,MODIS,100,6.1NRT,294.29,76.61,N
-27.59604,-57.13763,306.98,2.49,1.52,2022-01-22,300,Terra,MODIS,35,6.1NRT,293.5,17.71,N
