latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
19.43821,75.41953,316.9,1,1,2022-01-22,531,Terra,MODIS,66,6.1NRT,299.75,9.44,D
19.43685,75.42896,314.22,1,1,2022-01-22,531,Terra,MODIS,59,6.1NRT,298.76,7.19,D
19.06446,76.26549,317.41,1.01,1,2022-01-22,531,Terra,MODIS,63,6.1NRT,302.42,7.85,D
18.83918,76.53751,318.69,1.02,1.01,2022-01-22,531,Terra,MODIS,59,6.1NRT,302.29,7.56,D
13.98825,77.48519,324.6,1.24,1.11,2022-01-22,533,Terra,MODIS,76,6.1NRT,306.21,16.79,D
11.64224,77.02454,312.84,1.25,1.11,2022-01-22,533,Terra,MODIS,58,6.1NRT,297.94,10.11,D
11.64396,77.01357,311.01,1.25,1.11,2022-01-22,533,Terra,MODIS,37,6.1NRT,299.26,7.44,D
13.03683,75.38427,308.76,1.03,1.01,2022-01-22,533,Terra,MODIS,37,6.1NRT,294.77,4.58,D
12.94958,76.79389,315.92,1.17,1.08,2022-01-22,533,Terra,MODIS,65,6.1NRT,301.78,8.01,D
13.5534,77.51687,319.41,1.26,1.11,2022-01-22,533,Terra,MODIS,69,6.1NRT,303.63,12.6,D
13.87,76.74604,319.36,1.14,1.06,2022-01-22,533,Terra,MODIS,69,6.1NRT,304.66,9.49,D
14.0252,76.93334,318.03,1.16,1.07,2022-01-22,533,Terra,MODIS,64,6.1NRT,304.2,8.15,D
14.07827,76.71807,315.28,1.13,1.06,2022-01-22,533,Terra,MODIS,44,6.1NRT,302.7,4.5,D
13.98018,77.47233,319.08,1.24,1.1,2022-01-22,533,Terra,MODIS,48,6.1NRT,306.04,8.61,D
14.12769,76.80648,333.13,1.14,1.06,2022-01-22,533,Terra,MODIS,84,6.1NRT,303.3,28.34,D
14.38326,76.59778,317.09,1.11,1.05,2022-01-22,533,Terra,MODIS,62,6.1NRT,303.04,6.33,D
18.22215,-71.46493,337.38,2.07,1.4,2022-01-22,607,Aqua,MODIS,100,6.1NRT,289.37,117.32,N
18.22411,-71.48253,300.18,2.07,1.4,2022-01-22,607,Aqua,MODIS,1,6.1NRT,285.87,14.22,N
18.21747,-71.45222,302.01,2.06,1.4,2022-01-22,609,Aqua,MODIS,21,6.1NRT,287.87,16.46,N
18.21954,-71.46979,309.82,2.07,1.4,2022-01-22,609,Aqua,MODIS,77,6.1NRT,287.63,31.36,N
18.23224,-71.46976,324.86,2.07,1.4,2022-01-22,609,Aqua,MODIS,100,6.1NRT,288.65,68.05,N
18.14858,-71.52412,301.84,2.08,1.4,2022-01-22,609,Aqua,MODIS,36,6.1NRT,286.62,17.22,N
18.14867,-71.51709,300.43,2.08,1.4,2022-01-22,609,Aqua,MODIS,27,6.1NRT,286.71,16.62,N
10.06081,-64.88441,332.42,1.12,1.06,2022-01-22,609,Aqua,MODIS,100,6.1NRT,294.82,36.59,N
10.06235,-64.89455,304.16,1.12,1.06,2022-01-22,609,Aqua,MODIS,59,6.1NRT,293.6,5.42,N
10.06137,-64.85689,314,1.12,1.06,2022-01-22,609,Aqua,MODIS,88,6.1NRT,294.7,12.12,N
10.06295,-64.86701,343.31,1.12,1.06,2022-01-22,609,Aqua,MODIS,100,6.1NRT,296.26,54.82,N
10.06452,-64.8771,316.38,1.12,1.06,2022-01-22,609,Aqua,MODIS,87,6.1NRT,294.2,13.4,N
10.0661,-64.88718,320.53,1.12,1.06,2022-01-22,609,Aqua,MODIS,100,6.1NRT,294.56,18.39,N
10.21706,-64.61062,304.44,1.15,1.07,2022-01-22,609,Aqua,MODIS,60,6.1NRT,290.88,7.03,N
7.49335,-69.14326,305.75,1.07,1.03,2022-01-22,609,Aqua,MODIS,66,6.1NRT,292.01,7,N
8.67238,-67.24389,305.54,1,1,2022-01-22,609,Aqua,MODIS,65,6.1NRT,292.82,5.57,N
8.6737,-67.25288,310.48,1,1,2022-01-22,609,Aqua,MODIS,80,6.1NRT,293.34,8.94,N
8.73533,-67.29892,316.42,1,1,2022-01-22,609,Aqua,MODIS,93,6.1NRT,292.98,14.38,N
8.96671,-68.64227,305.23,1.05,1.03,2022-01-22,609,Aqua,MODIS,63,6.1NRT,290.75,6.82,N
8.89238,-66.8062,306.11,1.01,1,2022-01-22,609,Aqua,MODIS,67,6.1NRT,293.54,5.58,N
8.89798,-66.16439,307.49,1.03,1.02,2022-01-22,609,Aqua,MODIS,72,6.1NRT,293.1,7.03,N
9.14288,-67.00545,306.18,1,1,2022-01-22,609,Aqua,MODIS,67,6.1NRT,293.01,6.33,N
9.89735,-71.09522,305.82,1.46,1.19,2022-01-22,609,Aqua,MODIS,66,6.1NRT,292.95,9.63,N
9.83618,-67.08102,303.82,1,1,2022-01-22,609,Aqua,MODIS,57,6.1NRT,292.03,4.6,N
9.56012,-63.6242,307.86,1.34,1.15,2022-01-22,609,Aqua,MODIS,52,6.1NRT,288.04,13.82,N
9.62585,-63.71823,343.24,1.31,1.14,2022-01-22,609,Aqua,MODIS,100,6.1NRT,293.61,71.86,N
9.62773,-63.73006,310.36,1.31,1.14,2022-01-22,609,Aqua,MODIS,80,6.1NRT,292.05,12.94,N
9.63974,-63.74033,306.65,1.31,1.14,2022-01-22,609,Aqua,MODIS,69,6.1NRT,291.84,10.04,N
9.65155,-63.61622,325.57,1.33,1.14,2022-01-22,609,Aqua,MODIS,100,6.1NRT,287.36,35.5,N
9.65341,-63.62819,339.79,1.33,1.14,2022-01-22,609,Aqua,MODIS,100,6.1NRT,290.21,64.81,N
10.05776,-64.86424,330.75,1.12,1.06,2022-01-22,609,Aqua,MODIS,100,6.1NRT,296.31,34.02,N
10.05929,-64.87434,324.06,1.12,1.06,2022-01-22,609,Aqua,MODIS,100,6.1NRT,294.39,23.69,N
5.10804,-68.75515,300.33,1.01,1.01,2022-01-22,612,Aqua,MODIS,25,6.1NRT,289.24,3.08,N
5.11694,-68.75638,311.78,1.01,1.01,2022-01-22,612,Aqua,MODIS,83,6.1NRT,290.03,10.2,N
5.27663,-68.77393,305.67,1.02,1.01,2022-01-22,612,Aqua,MODIS,65,6.1NRT,290.37,6.03,N
5.27796,-68.783,305.83,1.02,1.01,2022-01-22,612,Aqua,MODIS,66,6.1NRT,290.2,6.26,N
-21.97298,-63.50672,310.45,4.05,1.87,2022-01-22,618,Aqua,MODIS,80,6.1NRT,291.69,60.99,N
-21.98071,-63.47119,302.3,4.08,1.87,2022-01-22,618,Aqua,MODIS,48,6.1NRT,291.58,23.83,N
-21.97738,-63.51182,308.36,4.05,1.87,2022-01-22,618,Aqua,MODIS,74,6.1NRT,291.75,52.79,N
36.38564,-121.87778,323.92,2.09,1.41,2022-01-22,637,Terra,MODIS,100,6.1NRT,280.62,71.94,N
36.39829,-121.87907,322.13,2.09,1.41,2022-01-22,637,Terra,MODIS,100,6.1NRT,278.44,66.54,N
36.38144,-121.91473,323.35,2.07,1.4,2022-01-22,637,Terra,MODIS,100,6.1NRT,276.46,67.54,N
36.38499,-121.87231,313.05,2.09,1.41,2022-01-22,637,Terra,MODIS,86,6.1NRT,278.86,42.14,N
10.59327,98.52428,314.32,1.15,1.07,2022-01-22,705,Aqua,MODIS,61,6.1NRT,301.05,6.87,D
12.03115,106.56329,322.42,4.68,1.98,2022-01-22,705,Aqua,MODIS,70,6.1NRT,292.26,118.72,D
12.0318,106.55498,317.2,4.68,1.98,2022-01-22,705,Aqua,MODIS,68,6.1NRT,292.55,83.49,D
13.25875,106.07919,315.95,4.47,1.94,2022-01-22,705,Aqua,MODIS,64,6.1NRT,293.91,60.06,D
13.25858,106.07414,315.72,4.47,1.94,2022-01-22,705,Aqua,MODIS,33,6.1NRT,294.05,52.74,D
13.65163,106.22182,313.56,4.64,1.97,2022-01-22,705,Aqua,MODIS,53,6.1NRT,291.1,45.59,D
13.6957,105.48576,323.54,4.08,1.87,2022-01-22,705,Aqua,MODIS,76,6.1NRT,290.95,118.16,D
13.70518,105.51442,311.93,4.11,1.88,2022-01-22,705,Aqua,MODIS,38,6.1NRT,289.18,39.32,D
13.7013,105.47717,321.93,4.08,1.87,2022-01-22,705,Aqua,MODIS,74,6.1NRT,290.37,107.42,D
13.82693,104.23141,315.54,3.28,1.71,2022-01-22,705,Aqua,MODIS,0,6.1NRT,291.51,42.98,D
13.8225,104.22724,318.37,3.28,1.71,2022-01-22,705,Aqua,MODIS,0,6.1NRT,291.87,56.59,D
20.07159,93.41222,322.65,1.01,1.01,2022-01-22,707,Aqua,MODIS,78,6.1NRT,301.77,14.97,D
20.07018,93.40269,313.95,1.01,1.01,2022-01-22,707,Aqua,MODIS,26,6.1NRT,302.69,6.21,D
20.22809,93.03877,315.65,1.02,1.01,2022-01-22,707,Aqua,MODIS,69,6.1NRT,302.69,6.6,D
20.96837,97.01168,339.19,1.25,1.11,2022-01-22,707,Aqua,MODIS,84,6.1NRT,302.23,46.38,D
19.9151,95.96852,330.45,1.09,1.04,2022-01-22,707,Aqua,MODIS,83,6.1NRT,302.24,26.24,D
20.05533,96.88599,340.5,1.2,1.09,2022-01-22,707,Aqua,MODIS,90,6.1NRT,302.64,48.6,D
20.05382,96.87441,322.86,1.2,1.09,2022-01-22,707,Aqua,MODIS,65,6.1NRT,300,19.18,D
20.12008,97.07024,318.64,1.23,1.1,2022-01-22,707,Aqua,MODIS,73,6.1NRT,300.83,15.27,D
20.11778,96.8951,329.26,1.2,1.09,2022-01-22,707,Aqua,MODIS,83,6.1NRT,303.19,26.68,D
20.38151,96.80114,310.63,1.2,1.09,2022-01-22,707,Aqua,MODIS,34,6.1NRT,297.45,6.57,D
20.17366,94.77041,319.05,1.01,1.01,2022-01-22,707,Aqua,MODIS,59,6.1NRT,304.34,5.72,D
20.20649,94.67721,317.75,1.01,1,2022-01-22,707,Aqua,MODIS,66,6.1NRT,305.28,6.54,D
20.00498,93.08902,317.56,1.02,1.01,2022-01-22,707,Aqua,MODIS,49,6.1NRT,300.82,9.16,D
20.00353,93.07936,317.64,1.03,1.01,2022-01-22,707,Aqua,MODIS,37,6.1NRT,302.31,9.81,D
20.01399,93.08749,330.4,1.02,1.01,2022-01-22,707,Aqua,MODIS,85,6.1NRT,301.98,23.34,D
16.15997,95.47993,323.15,1.01,1,2022-01-22,707,Aqua,MODIS,73,6.1NRT,304.89,12.21,D
15.96898,95.62608,337.59,1.01,1,2022-01-22,707,Aqua,MODIS,87,6.1NRT,303.34,30.83,D
14.4648,105.90189,309.78,4.5,1.95,2022-01-22,707,Aqua,MODIS,24,6.1NRT,291.71,45.11,D
14.35081,105.67639,314.22,4.31,1.92,2022-01-22,707,Aqua,MODIS,49,6.1NRT,292.42,53.35,D
14.34957,105.68111,315.98,4.31,1.92,2022-01-22,707,Aqua,MODIS,58,6.1NRT,292.64,64.55,D
32.42549,51.32516,309.16,1.17,1.08,2022-01-22,707,Terra,MODIS,68,6.1NRT,284.12,12.38,D
32.23906,51.4309,309.75,1.15,1.07,2022-01-22,707,Terra,MODIS,69,6.1NRT,284.35,13.19,D
32.35552,47.71335,306.3,1.89,1.34,2022-01-22,707,Terra,MODIS,63,6.1NRT,286.74,18.93,D
32.3511,47.70586,308.44,1.89,1.34,2022-01-22,707,Terra,MODIS,67,6.1NRT,286.84,21.3,D
31.66059,47.51379,308.56,1.9,1.35,2022-01-22,707,Terra,MODIS,67,6.1NRT,285.29,25.43,D
31.76439,46.07218,302.85,2.39,1.49,2022-01-22,707,Terra,MODIS,54,6.1NRT,285.1,21.08,D
31.25348,49.17281,303.82,1.47,1.2,2022-01-22,707,Terra,MODIS,54,6.1NRT,286.33,10.93,D
31.27949,48.72539,309.42,1.57,1.23,2022-01-22,707,Terra,MODIS,69,6.1NRT,286.6,18.95,D
31.27777,48.74177,306.2,1.57,1.23,2022-01-22,707,Terra,MODIS,63,6.1NRT,286.91,14.79,D
31.21193,48.94515,300.88,1.52,1.22,2022-01-22,707,Terra,MODIS,39,6.1NRT,286.72,6.91,D
31.21029,48.96096,304.01,1.51,1.21,2022-01-22,707,Terra,MODIS,58,6.1NRT,287.12,10.39,D
31.20809,48.95473,304.04,1.51,1.21,2022-01-22,707,Terra,MODIS,58,6.1NRT,287.53,10.63,D
31.13501,49.31956,306.27,1.44,1.19,2022-01-22,707,Terra,MODIS,63,6.1NRT,285.21,13.78,D
30.99856,48.14489,320.85,1.69,1.28,2022-01-22,707,Terra,MODIS,80,6.1NRT,284.53,43.21,D
31.02394,47.26858,300.56,1.94,1.36,2022-01-22,707,Terra,MODIS,38,6.1NRT,285.36,12.56,D
31.03032,47.28391,326.15,1.93,1.36,2022-01-22,707,Terra,MODIS,84,6.1NRT,287.05,65.3,D
31.01812,47.28245,300.07,1.93,1.36,2022-01-22,707,Terra,MODIS,24,6.1NRT,285.36,11.51,D
30.93171,48.0221,300.91,1.72,1.29,2022-01-22,707,Terra,MODIS,43,6.1NRT,285.9,11.29,D
30.72189,49.83246,301.12,1.33,1.14,2022-01-22,707,Terra,MODIS,45,6.1NRT,287.74,6.8,D
30.39643,50.60704,300.5,1.2,1.09,2022-01-22,707,Terra,MODIS,38,6.1NRT,285.7,6.07,D
30.37251,50.80393,306.06,1.17,1.08,2022-01-22,707,Terra,MODIS,63,6.1NRT,283.51,9.36,D
30.24695,50.73461,316.56,1.18,1.08,2022-01-22,707,Terra,MODIS,77,6.1NRT,286.6,19.65,D
30.61372,47.32839,304.52,1.9,1.35,2022-01-22,707,Terra,MODIS,59,6.1NRT,285.45,17.09,D
30.52616,47.60984,319.98,1.81,1.32,2022-01-22,707,Terra,MODIS,80,6.1NRT,285.65,41.59,D
30.53197,47.60358,312.45,1.81,1.32,2022-01-22,707,Terra,MODIS,73,6.1NRT,285.95,27.79,D
30.52013,47.60211,302.39,1.81,1.32,2022-01-22,707,Terra,MODIS,39,6.1NRT,284.71,11.7,D
30.51823,47.62089,305.8,1.81,1.32,2022-01-22,707,Terra,MODIS,61,6.1NRT,283.87,16.64,D
30.47274,47.59623,310.54,1.81,1.32,2022-01-22,707,Terra,MODIS,53,6.1NRT,284.63,25.13,D
20.00825,96.9049,335.03,1.2,1.09,2022-01-22,707,Aqua,MODIS,87,6.1NRT,304.69,35.11,D
19.91372,95.95821,321.87,1.09,1.04,2022-01-22,707,Aqua,MODIS,74,6.1NRT,302.85,15.47,D
20.00974,96.91662,319.46,1.2,1.09,2022-01-22,707,Aqua,MODIS,54,6.1NRT,305.66,10.33,D
20.02795,97.22116,315.76,1.25,1.11,2022-01-22,707,Aqua,MODIS,70,6.1NRT,302.55,8.23,D
19.67056,96.75023,310.84,1.17,1.08,2022-01-22,707,Aqua,MODIS,52,6.1NRT,292.55,10.55,D
19.70827,97.59963,316.18,1.3,1.13,2022-01-22,707,Aqua,MODIS,61,6.1NRT,300.96,12.01,D
19.2731,95.30303,321.73,1.03,1.01,2022-01-22,707,Aqua,MODIS,66,6.1NRT,308.92,6.63,D
19.15026,94.88916,315.77,1.01,1,2022-01-22,707,Aqua,MODIS,66,6.1NRT,301.25,8.21,D
19.46528,97.37099,323.57,1.25,1.11,2022-01-22,707,Aqua,MODIS,80,6.1NRT,303.5,19.97,D
19.37131,97.42654,321.49,1.26,1.11,2022-01-22,707,Aqua,MODIS,49,6.1NRT,305.12,15.9,D
19.36133,97.42783,320.85,1.26,1.11,2022-01-22,707,Aqua,MODIS,20,6.1NRT,304.35,15.2,D
19.01324,95.22476,323.66,1.02,1.01,2022-01-22,707,Aqua,MODIS,78,6.1NRT,307.86,9.75,D
19.2302,96.82257,309.33,1.17,1.07,2022-01-22,707,Aqua,MODIS,51,6.1NRT,291.63,8.81,D
18.97719,95.23035,320.07,1.02,1.01,2022-01-22,707,Aqua,MODIS,71,6.1NRT,307.41,6.74,D
18.87553,95.22254,320.34,1.02,1.01,2022-01-22,707,Aqua,MODIS,65,6.1NRT,308.24,7.54,D
19.07302,97.25095,315.37,1.22,1.1,2022-01-22,707,Aqua,MODIS,64,6.1NRT,303.87,7.52,D
18.74214,95.25558,328.81,1.02,1.01,2022-01-22,707,Aqua,MODIS,82,6.1NRT,305.8,19.03,D
18.74348,95.26514,343.06,1.02,1.01,2022-01-22,707,Aqua,MODIS,92,6.1NRT,306.1,41.7,D
18.65426,95.15252,323.51,1.01,1.01,2022-01-22,707,Aqua,MODIS,77,6.1NRT,308.21,8.66,D
18.64528,95.15392,340.34,1.01,1.01,2022-01-22,707,Aqua,MODIS,90,6.1NRT,308.12,31.88,D
18.6466,95.16343,319.72,1.01,1.01,2022-01-22,707,Aqua,MODIS,31,6.1NRT,306.31,4.89,D
18.53707,95.04183,316.84,1.01,1,2022-01-22,707,Aqua,MODIS,63,6.1NRT,304.74,6.1,D
18.51479,95.01239,316.57,1.01,1,2022-01-22,707,Aqua,MODIS,26,6.1NRT,302.44,6.1,D
18.47896,95.01802,320,1.01,1,2022-01-22,707,Aqua,MODIS,73,6.1NRT,304.51,9.52,D
18.48028,95.02747,316.51,1.01,1,2022-01-22,707,Aqua,MODIS,68,6.1NRT,304.7,6.08,D
19.01719,99.59477,312.74,1.73,1.29,2022-01-22,707,Aqua,MODIS,25,6.1NRT,296.99,11.98,D
19.01965,99.60155,312.44,1.73,1.29,2022-01-22,707,Aqua,MODIS,40,6.1NRT,296.94,11.12,D
18.37156,95.10894,311.38,1.01,1,2022-01-22,707,Aqua,MODIS,50,6.1NRT,300.92,3.51,D
18.4579,96.68345,316.81,1.13,1.06,2022-01-22,707,Aqua,MODIS,41,6.1NRT,305.32,6.24,D
18.4593,96.69402,334.48,1.13,1.06,2022-01-22,707,Aqua,MODIS,87,6.1NRT,302.54,30.56,D
18.13336,95.04849,312.21,1.01,1,2022-01-22,707,Aqua,MODIS,46,6.1NRT,302.09,5.27,D
18.05823,95.17285,316.9,1.01,1,2022-01-22,707,Aqua,MODIS,63,6.1NRT,306.48,6.74,D
17.51215,94.62942,310.33,1,1,2022-01-22,707,Aqua,MODIS,37,6.1NRT,299.69,5.76,D
17.50812,95.77587,327.04,1.03,1.01,2022-01-22,707,Aqua,MODIS,61,6.1NRT,308,17.92,D
17.32701,94.81361,316.87,1,1,2022-01-22,707,Aqua,MODIS,66,6.1NRT,303.05,9.94,D
17.51198,96.69252,325.88,1.11,1.05,2022-01-22,707,Aqua,MODIS,79,6.1NRT,307.48,16.15,D
17.09248,96.30647,331.2,1.06,1.03,2022-01-22,707,Aqua,MODIS,83,6.1NRT,308.16,22.24,D
17.09382,96.31635,321.82,1.06,1.03,2022-01-22,707,Aqua,MODIS,73,6.1NRT,306.79,10.1,D
16.83765,94.93688,314.35,1,1,2022-01-22,707,Aqua,MODIS,57,6.1NRT,302.17,5.77,D
16.83897,94.94615,313.34,1,1,2022-01-22,707,Aqua,MODIS,54,6.1NRT,301.24,5.33,D
16.98645,96.19801,332.57,1.05,1.02,2022-01-22,707,Aqua,MODIS,84,6.1NRT,310.8,22.62,D
16.98778,96.20778,324.05,1.05,1.02,2022-01-22,707,Aqua,MODIS,76,6.1NRT,308.19,11.26,D
16.97612,96.25948,316.54,1.06,1.03,2022-01-22,707,Aqua,MODIS,46,6.1NRT,304.51,5.59,D
16.97745,96.26929,318.81,1.06,1.03,2022-01-22,707,Aqua,MODIS,59,6.1NRT,305.56,7.5,D
16.5223,96.23897,324.63,1.05,1.02,2022-01-22,707,Aqua,MODIS,75,6.1NRT,302.6,13.91,D
16.50995,96.40581,321.94,1.06,1.03,2022-01-22,707,Aqua,MODIS,73,6.1NRT,304.77,9.2,D
16.17115,95.23557,318.69,1,1,2022-01-22,707,Aqua,MODIS,67,6.1NRT,302.44,9.22,D
16.17247,95.24482,314.49,1,1,2022-01-22,707,Aqua,MODIS,55,6.1NRT,301.68,5.47,D
22.59505,95.54628,318.26,1.1,1.05,2022-01-22,709,Aqua,MODIS,68,6.1NRT,302.22,7.89,D
22.56471,95.31529,320.31,1.08,1.04,2022-01-22,709,Aqua,MODIS,36,6.1NRT,302.25,9.58,D
22.70797,95.35114,315.09,1.09,1.04,2022-01-22,709,Aqua,MODIS,53,6.1NRT,298.49,5.6,D
22.58349,93.51856,311.55,1,1,2022-01-22,709,Aqua,MODIS,52,6.1NRT,297.32,8.65,D
22.79795,92.0407,318.65,1.05,1.02,2022-01-22,709,Aqua,MODIS,59,6.1NRT,279.81,12.6,D
23.53936,95.60342,309.26,1.13,1.06,2022-01-22,709,Aqua,MODIS,61,6.1NRT,295.98,6.63,D
24.39691,95.78342,304.15,1.18,1.08,2022-01-22,709,Aqua,MODIS,47,6.1NRT,294.15,4.14,D
24.15798,93.85035,309.75,1.01,1.01,2022-01-22,709,Aqua,MODIS,69,6.1NRT,293.56,8.11,D
24.15659,93.84044,308.95,1.01,1.01,2022-01-22,709,Aqua,MODIS,68,6.1NRT,293.59,7.81,D
24.00158,92.37292,303.35,1.01,1.01,2022-01-22,709,Aqua,MODIS,55,6.1NRT,291.88,3.9,D
24.00007,92.36278,321.1,1.01,1.01,2022-01-22,709,Aqua,MODIS,81,6.1NRT,293.56,17.84,D
24.5581,93.94465,307.17,1.02,1.01,2022-01-22,709,Aqua,MODIS,63,6.1NRT,293.89,5.36,D
24.99806,97.31282,320.29,1.46,1.19,2022-01-22,709,Aqua,MODIS,80,6.1NRT,295.25,23.13,D
24.99643,97.29846,312.87,1.46,1.19,2022-01-22,709,Aqua,MODIS,73,6.1NRT,296.07,12.74,D
24.58509,93.94016,311.01,1.02,1.01,2022-01-22,709,Aqua,MODIS,59,6.1NRT,294.42,7.67,D
24.59409,93.93865,317.22,1.02,1.01,2022-01-22,709,Aqua,MODIS,77,6.1NRT,294.91,13.31,D
25.63282,96.72749,315.22,1.37,1.16,2022-01-22,709,Aqua,MODIS,66,6.1NRT,293.2,14.3,D
25.62935,96.72129,316.01,1.37,1.16,2022-01-22,709,Aqua,MODIS,59,6.1NRT,295.01,15.25,D
25.21472,92.7906,326.81,1,1,2022-01-22,709,Aqua,MODIS,80,6.1NRT,290.99,24,D
24.50384,56.60894,314.55,1.46,1.19,2022-01-22,709,Terra,MODIS,0,6.1NRT,299.96,10.81,D
20.54602,92.6995,314.11,1.04,1.02,2022-01-22,709,Aqua,MODIS,48,6.1NRT,300.61,4.57,D
20.56005,92.97736,329.32,1.02,1.01,2022-01-22,709,Aqua,MODIS,84,6.1NRT,303.83,21.88,D
28.49012,49.71083,320.21,1.27,1.12,2022-01-22,709,Terra,MODIS,72,6.1NRT,290.66,25.37,D
27.16099,56.10538,305.64,1.24,1.1,2022-01-22,709,Terra,MODIS,58,6.1NRT,290.88,6.43,D
27.02113,49.57672,314.91,1.24,1.11,2022-01-22,709,Terra,MODIS,74,6.1NRT,291.52,16.05,D
25.53417,53.14789,327.57,1.01,1.01,2022-01-22,709,Terra,MODIS,81,6.1NRT,292.03,24.58,D
22.54534,95.45696,319.49,1.09,1.04,2022-01-22,709,Aqua,MODIS,63,6.1NRT,302.13,10.79,D
22.48214,95.46262,316.89,1.09,1.04,2022-01-22,709,Aqua,MODIS,63,6.1NRT,301.93,7.85,D
22.44756,95.60294,322.11,1.1,1.05,2022-01-22,709,Aqua,MODIS,68,6.1NRT,303.06,13,D
21.95633,93.13208,307.66,1.01,1,2022-01-22,709,Aqua,MODIS,61,6.1NRT,289.81,7.09,D
21.87903,96.96709,312.18,1.27,1.12,2022-01-22,709,Aqua,MODIS,43,6.1NRT,298.14,7.02,D
21.07866,92.31494,309.63,1.06,1.03,2022-01-22,709,Aqua,MODIS,15,6.1NRT,299.3,4.71,D
20.68785,92.91003,320.13,1.03,1.01,2022-01-22,709,Aqua,MODIS,77,6.1NRT,304.4,11.81,D
20.64127,93.15147,314.91,1.02,1.01,2022-01-22,709,Aqua,MODIS,64,6.1NRT,304.05,6.43,D
20.54453,92.68967,335.74,1.04,1.02,2022-01-22,709,Aqua,MODIS,88,6.1NRT,303.63,30.08,D
